priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
1855,"12.913,77.579",12.913206666666667,77.57883471666666,12.913,77.579,6,6,3.1500000000000004,0.525,0.0,1.0,1,J.P. Nagar,BTP196 - Sarakki Main Road,SCOOTER,6.0,16.271896999558507,9.615384615384617,100.0,0.0,3.571428571428572,16.271896999558507,10.780857533134837,3.571428571428572,100.0,24.269747810812415,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1856,"13.057,77.547",13.056859711403508,77.54696109473684,13.057,77.547,114,95,84.3655,0.740048245614035,0.18421052631578946,0.0,52,Jalahalli,No Junction,CAR,2.1923076923076925,52.62785458465656,2.2928994082840237,0.0,18.421052631578945,7.960168277837449,52.62785458465656,44.0442248036502,7.960168277837449,0.0,24.262488776875273,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1857,"12.926,77.582",12.926243,77.58188365000001,12.926,77.582,2,2,2.8125,1.40625,0.5,1.0,2,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",CAR,1.0,5.266508223798365,0.0,100.0,50.0,21.55612244897959,5.266508223798365,13.425512555439331,21.55612244897959,100.0,24.262215534417304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1858,"12.975,77.531",12.974923677777777,77.53093887777779,12.975,77.531,9,9,4.4375,0.4930555555555556,0.0,1.0,4,Vijayanagara,BTP214 - 5th Main Chamrajpet  Junction,MOTOR CYCLE,2.25,20.90467917467739,2.403846153846154,100.0,0.0,2.9195011337868486,20.90467917467739,13.374888930132927,2.9195011337868486,100.0,24.25478332171118,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1859,"12.961,77.616",12.961370572727274,77.61565395454546,12.961,77.616,11,9,15.09375,1.3721590909090908,0.0,0.8181818181818182,5,Ashok Nagar,BTP142 - Lower Agram Road Junction,CAR,2.2,23.272818772955556,2.3076923076923084,81.81818181818183,0.0,20.860389610389603,23.272818772955556,23.791981186749503,20.860389610389603,81.81818181818183,24.24481681987153,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1860,"12.887,77.641",12.887063051928047,77.64091415624551,12.887,77.641,116,85,138.94750000000002,1.197823275862069,0.06896551724137931,0.0,48,Hulimavu,No Junction,CAR,2.4166666666666665,52.85180508881743,2.724358974358974,0.0,6.896551724137931,17.302515833919777,52.85180508881743,46.31681060139081,17.302515833919777,0.0,24.24171853492249,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1861,"12.961,77.569",12.961402525,77.5688221,12.961,77.569,4,4,7.35,1.8375,0.0,1.0,1,Chamarajpet,BTP213 - Royan Circle,CAR,4.0,11.90152390009879,5.769230769230769,100.0,0.0,30.35714285714285,11.90152390009879,17.49274175251872,30.35714285714285,100.0,24.238631538061494,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1862,"13.0,77.548",12.999533766666667,77.5483357,13.0,77.548,6,6,3.05,0.5083333333333333,0.0,1.0,1,Rajajinagar,BTP027 - Modi Bridge Junction,SCOOTER,6.0,16.271896999558507,9.615384615384617,100.0,0.0,3.231292517006802,16.271896999558507,10.546699113735428,3.231292517006802,100.0,24.23573420537024,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1863,"12.876,77.595",12.876240959574469,77.59531205851064,12.876,77.595,94,88,55.3065,0.5883670212765958,0.26595744680851063,0.0,30,Hulimavu,No Junction,SCOOTER,3.1333333333333333,50.14627489878595,4.102564102564102,0.0,26.595744680851062,4.864633087277466,50.14627489878595,41.356393730095455,4.864633087277466,0.0,24.23018876196826,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1864,"12.983,77.586",12.9834161,77.585702775,12.983,77.586,4,4,4.9375,1.234375,0.25,1.0,3,High ground,BTP052 - CID Carlton House Junction,CAR,1.3333333333333333,11.90152390009879,0.641025641025641,100.0,25.0,18.0484693877551,11.90152390009879,16.521367861508924,18.0484693877551,100.0,24.22571290907144,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1865,"12.961,77.583",12.960917633333333,77.58331196666667,12.961,77.583,3,3,4.0425,1.3475000000000001,0.3333333333333333,1.0,2,Halasuru Gate,"BTP168 - MSR Building, JC Road",CAR,1.5,9.003155274578596,0.9615384615384616,100.0,33.33333333333333,20.35714285714286,9.003155274578596,15.438655558047634,20.35714285714286,100.0,24.210694344263672,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1866,"12.97,77.619",12.9695343,77.6194575,12.97,77.619,3,1,7.875,2.625,0.0,1.0,1,Halasur,BTP143 - ASC Junction,HGV,3.0,9.003155274578596,3.8461538461538463,100.0,0.0,46.42857142857142,9.003155274578596,18.07812017238975,46.42857142857142,100.0,24.20565771422704,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1867,"12.967,77.609",12.967133214285713,77.60892021071427,12.967,77.609,28,24,31.57,1.1275,0.4642857142857143,0.21428571428571427,10,Ashok Nagar,No Junction,CAR,2.8,34.73400194550678,3.4615384615384612,21.428571428571427,46.42857142857143,15.867346938775508,34.73400194550678,38.91977336475777,15.867346938775508,21.428571428571427,24.202862944607737,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1868,"12.967,77.61",12.9669165,77.60998409999999,12.967,77.61,2,2,2.75,1.375,0.5,1.0,2,Ashok Nagar,BTP141 - Palmgroove Junction,CAR,1.0,5.266508223798365,0.0,100.0,50.0,20.918367346938773,5.266508223798365,13.2241089648424,20.918367346938773,100.0,24.198440024213223,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1869,"12.92,77.597",12.920305299999999,77.5969863,12.92,77.597,2,2,2.75,1.375,0.5,1.0,2,Jayanagara,BTP128 - Gorappanapalya Junction,CAR,1.0,5.266508223798365,0.0,100.0,50.0,20.918367346938773,5.266508223798365,13.2241089648424,20.918367346938773,100.0,24.198440024213223,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1870,"12.991,77.579",12.9907699,77.57937815,12.991,77.579,2,2,2.75,1.375,0.5,1.0,2,Sheshadripuram,BTP054 - Shivananda Circle,CAR,1.0,5.266508223798365,0.0,100.0,50.0,20.918367346938773,5.266508223798365,13.2241089648424,20.918367346938773,100.0,24.198440024213223,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1871,"12.976,77.605",12.975855033333334,77.60471046666667,12.976,77.605,3,3,4.376250000000001,1.4587500000000002,0.3333333333333333,1.0,3,Cubbon Park,BTP051 - Safina Plaza Junction,CAR,1.0,9.003155274578596,0.0,100.0,33.33333333333333,22.627551020408166,9.003155274578596,16.164342983608833,22.627551020408166,100.0,24.197350545205587,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1872,"12.984,77.559",12.983582799999999,77.55934984000001,12.984,77.559,5,5,8.53125,1.70625,0.0,1.0,2,Rajajinagar,BTP010 - Rajajinagar Entrance,CAR,2.5,14.269663498376959,2.8846153846153846,100.0,0.0,27.67857142857143,14.269663498376959,18.762961914346583,27.67857142857143,100.0,24.196876388361773,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1873,"12.916,77.574",12.915889465961298,77.57358756725438,12.916,77.574,19,19,12.65,0.6657894736842106,0.0,0.7368421052631579,9,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",SCOOTER,2.111111111111111,29.907834449255983,2.1367521367521367,73.68421052631578,0.0,6.444683136412461,29.907834449255983,22.210939845465617,6.444683136412461,73.68421052631578,24.19442170647904,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1874,"12.909,77.577",12.9091183,77.5771533,12.909,77.577,5,4,5.578124999999999,1.1156249999999999,0.0,1.0,1,J.P. Nagar,BTP196 - Sarakki Main Road,GOODS AUTO,5.0,14.269663498376959,7.6923076923076925,100.0,0.0,15.624999999999996,14.269663498376959,15.203023992433861,15.624999999999996,100.0,24.193442322427707,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1875,"12.999,77.57",12.999052850724638,77.56980778985508,12.999,77.57,69,64,61.502500000000005,0.891340579710145,0.37681159420289856,0.0,25,Malleshwaram,No Junction,CAR,2.76,46.17973144881449,3.3846153846153846,0.0,37.68115942028986,11.047766932860101,46.17973144881449,44.87173200660481,11.047766932860101,0.0,24.19093906099464,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1876,"12.969,77.597",12.969428833333334,77.5973036,12.969,77.597,3,3,4.0,1.3333333333333333,0.3333333333333333,1.0,2,Cubbon Park,"BTP099 - Cash Pharmacy, Residency Road",CAR,1.5,9.003155274578596,0.9615384615384616,100.0,33.33333333333333,20.068027210884352,9.003155274578596,15.342815954978542,20.068027210884352,100.0,24.18178277963782,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1877,"12.949,77.572",12.948920414285714,77.57220694285715,12.949,77.572,7,7,5.0,0.7142857142857143,0.0,1.0,2,V.V.Puram (C.Pet),BTP107 - National College Junction,SCOOTER,3.5,18.006310549157188,4.807692307692308,100.0,0.0,7.434402332361516,18.006310549157188,14.319915523594984,7.434402332361516,100.0,24.147887529822103,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1878,"12.907,77.696",12.907013703354107,77.69605726219724,12.907,77.696,88,88,51.621500000000005,0.5866079545454546,0.19318181818181818,0.0,17,Bellandur,No Junction,SCOOTER,5.176470588235294,49.298878321191474,8.031674208144796,0.0,19.318181818181817,4.828733766233766,49.298878321191474,39.12265419180312,4.828733766233766,0.0,24.14216143895435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1879,"12.973,77.574",12.973394685714284,77.57432891428572,12.973,77.574,7,7,7.8625,1.1232142857142857,0.0,1.0,4,Upparpet,BTP043 - Upparpet Junction,CAR,1.75,18.006310549157188,1.4423076923076923,100.0,0.0,15.779883381924197,18.006310549157188,18.064589487634308,15.779883381924197,100.0,24.14108948093222,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1880,"12.914,77.568",12.914182,77.56785065,12.914,77.568,2,2,2.68125,1.340625,0.5,1.0,2,K.S. Layout,BTP157 - Kadirenahalli Cross,CAR,1.0,5.266508223798365,0.0,100.0,50.0,20.216836734693874,5.266508223798365,12.998650828581685,20.216836734693874,100.0,24.12828696298873,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1881,"12.944,77.603",12.943866359999998,77.60285741999999,12.944,77.603,5,5,5.22625,1.04525,0.2,1.0,5,Adugodi,BTP134 - Mico Bande,SCOOTER,1.0,14.269663498376959,0.0,100.0,20.0,14.188775510204083,14.269663498376959,16.56593288458138,14.188775510204083,100.0,24.12674295037119,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1882,"13.014,77.584",13.014401533333334,77.5837232,13.014,77.584,3,3,4.2718750000000005,1.4239583333333334,0.3333333333333333,1.0,3,Sadashivanagar,BTP030 - Mekhri Circle,CAR,1.0,9.003155274578596,0.0,100.0,33.33333333333333,21.917517006802726,9.003155274578596,15.942353407586198,21.917517006802726,100.0,24.12634714384504,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1883,"13.008,77.697",13.007930255555555,77.69681390493827,13.008,77.697,81,72,110.17999999999999,1.3602469135802469,0.0,0.0,12,K.R. Pura,No Junction,LGV,6.75,48.23487258920643,11.057692307692307,0.0,0.0,20.617283950617285,48.23487258920643,42.34612569340675,20.617283950617285,0.0,24.120100507667377,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1884,"13.008,77.693",13.008198921276596,77.69309353510639,13.008,77.693,94,90,114.15650000000001,1.21443085106383,0.1702127659574468,0.0,42,K.R. Pura,No Junction,CAR,2.238095238095238,50.14627489878595,2.3809523809523814,0.0,17.02127659574468,17.641445940078164,50.14627489878595,46.85960932696664,17.641445940078164,0.0,24.120020308334762,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1885,"13.017,77.591",13.016780151851853,77.59077256666667,13.017,77.591,27,21,32.539500000000004,1.2051666666666667,0.48148148148148145,0.0,3,R.T. Nagar,No Junction,CAR,9.0,34.27820754871569,15.384615384615385,0.0,48.148148148148145,17.452380952380953,34.27820754871569,39.58400356927044,17.452380952380953,0.0,24.11748977569303,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1886,"12.972,77.567",12.972166716666665,77.5667356,12.972,77.567,6,6,9.05625,1.5093750000000001,0.0,1.0,4,Magadi Road,BTP074 - Leprosy Hospital Junction,CAR,1.5,16.271896999558507,0.9615384615384616,100.0,0.0,23.660714285714292,16.271896999558507,19.277700142548905,23.660714285714292,100.0,24.115214843779448,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1887,"12.95,77.575",12.95028265,77.57534030000001,12.95,77.575,8,8,4.75,0.59375,0.0,1.0,3,V.V.Puram (C.Pet),BTP193 - Vasavi Circle,SCOOTER,2.6666666666666665,19.536171722175325,3.205128205128205,100.0,0.0,4.974489795918367,19.536171722175325,13.911342406125298,4.974489795918367,100.0,24.113199719744017,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1888,"12.927,77.681",12.92734432857143,77.68068171298701,12.927,77.681,77,75,91.754,1.1916103896103896,0.22077922077922077,0.0,23,Bellandur,No Junction,MAXI-CAB,3.347826086956522,47.58529686501907,4.51505016722408,0.0,22.07792207792208,17.175722236946726,47.58529686501907,45.776461599201035,17.175722236946726,0.0,24.08824571930053,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1889,"12.93,77.586",12.929786633333334,77.58605596666666,12.93,77.586,3,3,4.2,1.4000000000000001,0.3333333333333333,1.0,3,Jayanagara,BTP225 - Geetha Junction,CAR,1.0,9.003155274578596,0.0,100.0,33.33333333333333,21.428571428571434,9.003155274578596,15.786915997259651,21.428571428571434,100.0,24.077452586021913,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1890,"12.818,77.689",12.818208559523809,77.68925663928572,12.818,77.689,84,81,51.408,0.612,0.14285714285714285,0.0,13,Electronic City,No Junction,MOTOR CYCLE,6.461538461538462,48.701586538945804,10.502958579881657,0.0,14.285714285714285,5.346938775510203,48.701586538945804,38.049653988403556,5.346938775510203,0.0,24.06963956667119,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1891,"12.989,77.548",12.988611639999998,77.54774155999999,12.989,77.548,5,5,5.25,1.05,0.0,1.0,1,Vijayanagara,BTP018 - Dhobi Ghat Junction,CAR,5.0,14.269663498376959,7.6923076923076925,100.0,0.0,14.285714285714285,14.269663498376959,14.711807456598617,14.285714285714285,100.0,24.059513750999134,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1892,"13.184,77.686",13.183880243529412,77.6862313882353,13.184,77.686,85,83,91.75500000000001,1.0794705882352942,0.058823529411764705,0.0,14,Chikkajala,No Junction,CAR,6.071428571428571,48.85350414755612,9.752747252747254,0.0,5.88235294117647,14.88715486194478,48.85350414755612,41.98414780684121,14.88715486194478,0.0,24.056539252521393,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1893,"13.001,77.553",13.001037316666666,77.55306203333333,13.001,77.553,6,6,6.69375,1.1156249999999999,0.0,1.0,2,Malleshwaram,BTP008 - Navarang Theatre,SCOOTER,3.0,16.271896999558507,3.8461538461538463,100.0,0.0,15.624999999999996,16.271896999558507,16.706949189317086,15.624999999999996,100.0,24.032797261361864,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1894,"12.913,77.573",12.9128671,77.57314635,12.913,77.573,6,6,8.8125,1.46875,0.0,1.0,4,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",CAR,1.5,16.271896999558507,0.9615384615384616,100.0,0.0,22.83163265306122,16.271896999558507,19.042142083295346,22.83163265306122,100.0,24.03230668051414,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
1895,"12.958,77.575",12.958342514285714,77.57525737142858,12.958,77.575,7,7,4.59375,0.65625,0.0,1.0,2,City Market,BTP104 - Medical College Circle,SCOOTER,3.5,18.006310549157188,4.807692307692308,100.0,0.0,6.25,18.006310549157188,13.646862338958282,6.25,100.0,24.029447296585953,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
